,xc,yc,A,P,Compactness,Circularity,Effect_diameter,Shape_index,Hull Area,Solidity,Contrast,Dissimilarity,Homogeneity,ASM,Energy,NDVI,PVI1,PVI2,SAVI,TSAVI2,NDGI,ARVI,NDCI,MSAVI,NLI,RDVI,GNDVI,OSAVI,MSR,EVI,EVI2,Target,adnormal index
2472,1861,4549,740.0,132.56854116916656,23.74921365876151,0.5291278605995549,30.695231927842155,1.2183291236032356,888.5,0.8328643781560735,0.2217391304347826,0.2101449275362319,0.8960869565217393,0.1837200401409601,0.4286257576732413,0.614252,0.24294789,0.24687012,0.37501425,0.54212606,0.5146515,0.6346713,0.47552383,0.35670346,0.5343346,0.36378318,0.56454533,0.41277128,0.31788886,0.16738236,0.33904946,1,0.012459578946076626
2473,1869,4627,2713.0,329.62236428260803,40.04825028929447,0.3137807650405863,58.77328376793742,1.5820921726782715,3375.5,0.8037327803264591,0.3407867494824016,0.2807453416149068,0.8656314699792961,0.2083565020210983,0.4564608439078847,0.635938,0.18292812,0.17597173,0.3128089,0.48716557,0.5090065,0.70053303,0.47738737,0.28388926,0.47839049,0.3177738,0.6026058,0.37451366,0.3468338,0.14513935,0.27529195,1,0.010668147749306628
2474,1892,4677,4440.5,391.86500453948975,34.58128178862482,0.3633864901579108,75.19188917959497,1.470146289194292,5344.0,0.83093188622599,0.3229712858926342,0.2877652933832709,0.8596379525593009,0.1757176188939855,0.4191868543907186,0.69474846,0.245061,0.23652601,0.39886576,0.57467526,0.5429714,0.75535196,0.53629076,0.3802326,0.5918897,0.39291424,0.6444982,0.44903466,0.41732192,0.18656272,0.36258948,1,0.011216746588371008
2475,2092,4612,4363.0,408.87719666957855,38.31780012743297,0.327951254313604,74.53283929704754,1.5475343316995478,5458.5,0.7993038380492822,0.2745318352059925,0.2575530586766542,0.872921348314607,0.1503339302775401,0.3877291970919138,0.69380534,0.2850758,0.2554342,0.44059718,0.6064433,0.5097279,0.7412099,0.52615803,0.43208015,0.6282121,0.42655116,0.6642067,0.47534138,0.42130968,0.21897179,0.40746382,1,0.010801989758977002
2476,2073,4564,248.5,86.52691125869751,30.12839586184801,0.4170939160338657,17.787636910694122,1.372233486271202,337.0,0.7373887240137273,0.2227053140096618,0.2111111111111111,0.8956038647342994,0.2947349996499335,0.5428950171533475,0.6556097,0.14813225,0.14155318,0.28217033,0.4630863,0.4867705,0.70599914,0.4950477,0.24702582,0.44786236,0.29514012,0.63151896,0.3580258,0.35627818,0.11251162,0.24281928,1,0.008734629261468226
2477,2345,4603,651.0,161.88224959373474,40.25478146409476,0.3121708814981375,28.79025779013781,1.5861663976555345,874.5,0.7444253859263074,0.2157738095238095,0.2103174603174603,0.8953869047619047,0.2060503816688712,0.4539277273629264,0.6732166,0.23034246,0.20753755,0.38251206,0.5592237,0.45466936,0.7050113,0.50121474,0.3627646,0.561216,0.37582737,0.67405003,0.43386707,0.3820577,0.16840789,0.3450611,1,0.009890982039859608
2478,2548,4540,2952.5,306.0660152435303,31.72782580414416,0.3960678141605878,61.31263944596226,1.4081864622922826,3531.0,0.8361653922377905,0.3478947368421052,0.297719298245614,0.8561578947368421,0.2019827639273623,0.4494249257966922,0.69713396,0.25311065,0.23362026,0.40957654,0.5896753,0.51943755,0.7510141,0.53506124,0.39066628,0.6104713,0.40112182,0.6627011,0.45881176,0.42217785,0.2005228,0.37182432,1,0.011906186338757578
2479,2581,4605,5138.5,550.1736590862274,58.906500953924166,0.2133273986883644,80.88597777502373,1.9187642662324689,6807.0,0.7548846775367197,0.3133771929824561,0.2754385964912281,0.8660745614035088,0.161617372653124,0.4020166323090676,0.6944059,0.31245884,0.2896011,0.46575496,0.6285802,0.5163357,0.7358143,0.53637123,0.4600457,0.65686,0.44785884,0.66296935,0.49215308,0.4222446,0.23563631,0.4337923,1,0.012190073294799106
2480,2604,4691,2389.0,312.79393672943115,40.95439382766255,0.3068381543427304,55.152237238142064,1.5998905006211457,3158.0,0.756491450282595,0.2433652530779753,0.2316005471956224,0.8853761969904241,0.1646074470255127,0.405718433184287,0.687584,0.31302568,0.281517,0.46083498,0.6210008,0.51240987,0.7298413,0.52300525,0.45515186,0.646087,0.44427183,0.656506,0.4859262,0.41628858,0.2418478,0.4299789,1,0.011702834689394497
2481,2805,4661,6197.5,433.4629837274552,30.31708886835093,0.4144979311472316,88.830749622505,1.3765239025002962,7254.0,0.8543562172582653,0.2622014537902388,0.229491173416407,0.8885254413291797,0.1772852973184233,0.4210526063551006,0.6794342,0.28142437,0.26434237,0.43126532,0.5975367,0.53078574,0.7302432,0.53025156,0.42198995,0.6186315,0.4175746,0.6362794,0.46612012,0.4153107,0.22066817,0.39788684,1,0.012756409076405762
2482,2988,4555,3001.0,324.0487699508667,34.99087147828052,0.3591328276038018,61.81417211085354,1.4788270579077911,3732.0,0.804126473738467,0.2484265087004813,0.2343576453165494,0.8842280636801186,0.1486207543629199,0.3855136240950764,0.68710214,0.28722203,0.28015122,0.43860886,0.60313964,0.5378361,0.7365466,0.54327357,0.4300668,0.62209123,0.4249914,0.6334919,0.4721989,0.4158665,0.22911896,0.40619388,1,0.03173388296762634
2483,3230,4594,3027.5,366.4335460662842,44.35129436243373,0.2833371786542638,62.08649387496209,1.6649191864500126,3820.5,0.7924355450836477,0.2918747918747919,0.2572427572427572,0.8748418248418248,0.1587725738574889,0.398462763451604,0.6373115,0.2846283,0.26050898,0.41944873,0.5800438,0.4837659,0.680579,0.4812086,0.40970874,0.5921386,0.40378687,0.62163025,0.44646692,0.361915,0.2234232,0.38667595,1,0.019667968270623178
2484,3463,4637,5299.5,504.23253536224365,47.97630903242882,0.2619286657887943,82.1433683709403,1.7316233176781002,7314.0,0.7245693191130372,0.2719860221316249,0.2393709959231217,0.8835760046592895,0.1440772122023604,0.3795750415956776,0.6780286,0.2841823,0.24653175,0.42737657,0.5862849,0.49706736,0.7310858,0.5045231,0.41808084,0.6050833,0.41647923,0.65775216,0.46001258,0.40495458,0.23578621,0.3962042,1,0.009452064618462068
2485,3676,4517,5078.0,533.9310200214386,56.14067233961648,0.2238371948649846,80.40839762217101,1.8731769860284808,6467.5,0.7851565519895088,0.2575228111046398,0.2324791302659677,0.8862648029508833,0.1661199471552212,0.4075781485251892,0.68971646,0.27834696,0.24162836,0.43027994,0.59786046,0.5050989,0.74249125,0.52037555,0.4201962,0.6200085,0.41827524,0.66683304,0.4677235,0.42520604,0.22755332,0.39694485,1,0.012086719651228432
2486,3699,4581,1121.5,183.154327750206,29.91128646752632,0.4201213688313361,37.788068876571145,1.367280294584087,1287.0,0.8714063713996006,0.2261072261072261,0.2163170163170163,0.8928205128205128,0.186774251389636,0.4321738670831868,0.6465722,0.2653486,0.24149214,0.40976474,0.57647544,0.48380443,0.67879117,0.48253697,0.39666608,0.58024466,0.39524376,0.63283336,0.44472507,0.35994178,0.19681747,0.3748107,1,0.01150609844022286
2487,3917,4612,1172.0,222.02438509464264,42.06043308552353,0.2987694061232701,38.62948027646257,1.6213503839342416,1446.5,0.8102315934959542,0.253077975376197,0.2363885088919289,0.8834746922024624,0.1657331654069066,0.4071033841752075,0.6396161,0.24307472,0.2147488,0.37891307,0.54163015,0.48290184,0.6847758,0.46759075,0.36279315,0.54554695,0.37160185,0.6301645,0.42023432,0.3640649,0.19358848,0.3453047,1,0.008876045424980978
2488,3890,4501,2990.5,327.37972342967987,35.83931894751222,0.3506308429777868,61.7059386001907,1.4966487343469077,3655.5,0.8180823416746873,0.2459839357429719,0.2339357429718876,0.8842369477911647,0.2086211002521684,0.4567505886719452,0.68225306,0.25304267,0.21983129,0.40889776,0.5863576,0.4898423,0.72828543,0.50659734,0.3916659,0.60298914,0.39775792,0.66657734,0.45496133,0.40507498,0.19791363,0.3710672,1,0.010725193591537195
2489,4110,4507,741.0,167.33809304237366,37.78952413317168,0.3325358257992545,30.71596494738128,1.536829612520946,1034.5,0.7162880618587116,0.2469387755102041,0.2338775510204081,0.8843673469387755,0.1843408579758434,0.4293493425822886,0.63526285,0.21787669,0.20033729,0.35652134,0.5265327,0.46357307,0.6563232,0.4705368,0.3355212,0.51633686,0.35151377,0.6315225,0.40583694,0.34510598,0.16063078,0.32032016,1,0.012714799167955232
2490,3953,4677,1414.5,164.46803629398346,19.123177774625542,0.657127741129926,42.43815896133912,1.0932513941283823,1578.0,0.8963878326939393,0.2338173018753781,0.2174833635813672,0.8928917120387176,0.1872362446471228,0.4327080362636252,0.60060877,0.21539244,0.20217374,0.34245223,0.5069135,0.48709843,0.63368803,0.44523996,0.32213265,0.4976741,0.33624858,0.5846933,0.38701147,0.3192539,0.16444181,0.30703074,1,0.013646324215202612
2491,4136,4590,2401.0,243.96550965309143,24.78932523950219,0.5069266909403412,55.29057918768012,1.2447219879624705,2806.0,0.8556664290774924,0.1999999999999999,0.1900621118012422,0.9059627329192548,0.1967072600937035,0.4435169219925025,0.65615016,0.22407524,0.20627712,0.37208593,0.5432419,0.49451345,0.69171333,0.49817443,0.35473025,0.54689413,0.36548802,0.63665354,0.42225304,0.38603687,0.16736288,0.336008,1,0.012578272648062242
2492,4167,4657,1900.5,286.208150267601,43.10187070727213,0.2915504688795636,49.19137886631332,1.6413003743707957,2582.0,0.7360573199041981,0.2641242937853107,0.242090395480226,0.8811581920903955,0.2369416515049954,0.4867665266891258,0.62203175,0.2001155,0.17853162,0.33431715,0.5108856,0.47696403,0.66232014,0.45800927,0.30813923,0.5019583,0.3317055,0.60789347,0.38950923,0.33954313,0.15459566,0.29608703,1,0.011727187032128219
2493,4315,4489,1478.0,226.85281205177307,34.8188080754052,0.3609075470664418,43.38027255698805,1.4751865998728848,1912.5,0.772810457512299,0.1706293706293706,0.1682983682983683,0.916083916083916,0.2514300617797121,0.501428022531362,0.6392633,0.17310953,0.16383548,0.3072442,0.48273376,0.49882513,0.6822527,0.48130658,0.27766132,0.46814722,0.31264654,0.60686827,0.37191305,0.34356874,0.13078167,0.2690025,1,0.012302630973418747
2494,4580,4628,2281.0,258.50966703891754,29.297346756808,0.4289252101432045,53.89118111102137,1.3531755880582643,2772.0,0.8228715728686044,0.2661392405063291,0.2386075949367088,0.8834493670886076,0.1622225004005768,0.4027685444527376,0.6614856,0.24721232,0.22750884,0.38846695,0.55141026,0.5180774,0.72949296,0.50261235,0.37454206,0.5637946,0.38156754,0.6284308,0.43076026,0.39326507,0.20644182,0.3550085,1,0.011429014646687776
2495,4540,4540,3966.0,373.8477596044541,35.240077498970564,0.3565931605767234,71.06101627770079,1.4840838397868044,4811.5,0.8242751740604297,0.2056856187290969,0.1949354992833253,0.9036072623029144,0.2020371867273546,0.4494854688723037,0.66017866,0.2139123,0.19452289,0.36185974,0.5346176,0.49898854,0.7196435,0.49689868,0.34164166,0.53763485,0.35783932,0.6326322,0.41610023,0.38396308,0.17037274,0.32499474,1,0.011567075172422257
2496,4601,4693,2386.5,294.1248902082443,36.24950808281973,0.3466632039694032,55.12337229805943,1.5051891093659433,3362.0,0.7098453301585074,0.2743149653718759,0.2571514604034929,0.8731406202950919,0.1618694680707053,0.4023300486798187,0.6832509,0.2556835,0.23637713,0.40886334,0.57808375,0.52167416,0.7481157,0.52395946,0.39538828,0.59749144,0.39886624,0.64948076,0.45225656,0.4141666,0.21021183,0.37358677,1,0.009519177374027441
2497,4788,4638,5846.0,507.931018948555,44.13170030955799,0.2847470305062227,86.2749000493293,1.6607923618477174,7316.0,0.7990705303433583,0.2649000194137061,0.2441273539118617,0.8800135895942536,0.1764086837269838,0.4200103376429964,0.67241675,0.27521473,0.2431747,0.42376158,0.5906304,0.5126404,0.72979367,0.50360954,0.41324458,0.60928386,0.4106119,0.64447546,0.4597429,0.4085547,0.21864602,0.3902126,1,0.009246987212527306
