,xc,yc,A,P,Compactness,Circularity,Effect_diameter,Shape_index,Hull Area,Solidity,Contrast,Dissimilarity,Homogeneity,ASM,Energy,NDVI,PVI1,PVI2,SAVI,TSAVI2,NDGI,ARVI,NDCI,MSAVI,NLI,RDVI,GNDVI,OSAVI,MSR,EVI,EVI2,Target,adnormal index
2666,5774,3548,334.0,76.76955187320709,17.645401480947847,0.7121612181808284,20.62188177498708,1.0501607459291822,368.5,0.9063772048600712,0.2461538461538461,0.243076923076923,0.8787692307692307,0.1371218934911242,0.3702997346625085,0.55964935,0.34398928,0.29436514,0.4285134,0.5646021,0.4467108,0.5906507,0.3979319,0.42154637,0.5779821,0.41001862,0.5747847,0.4245376,0.27774665,0.25334522,0.40342844,1,0.014867064300097287
2667,5878,3570,187.0,53.79898953437805,15.47770735168632,0.8119012931378776,15.430353037616328,0.9835429371300596,196.0,0.9540816326043836,0.2552631578947368,0.2552631578947368,0.8723684210526317,0.1372576177285319,0.3704829520079593,0.5169083,0.34028134,0.30439696,0.40729424,0.54061234,0.43856955,0.5407413,0.37210256,0.40026474,0.5566641,0.38830835,0.54005706,0.39894757,0.24403153,0.23739044,0.38191345,1,0.015432953092830153
2668,5978,3428,505.0,95.5979789495468,18.096977384271337,0.6943905795571373,25.357168021907675,1.0635135571715568,554.5,0.9107303877202754,0.1968253968253968,0.1936507936507936,0.9034920634920636,0.2009901738473166,0.4483192766849499,0.52138066,0.29674196,0.2370484,0.37936604,0.5222514,0.42395312,0.548533,0.3534252,0.36966333,0.5279564,0.3622006,0.55671525,0.3857541,0.25602293,0.212024,0.35127947,1,0.036369866258286386
2669,5982,3510,597.5,111.49747383594512,20.806170161655576,0.6039732692995925,27.58188949255036,1.140344524632465,684.0,0.8735380116831354,0.2069701280227596,0.2069701280227596,0.8965149359886203,0.1883150650838006,0.4339528373957251,0.5276905,0.30771664,0.24867666,0.39171132,0.53402174,0.4221233,0.552406,0.36074102,0.38328373,0.54385376,0.37292555,0.5644842,0.3952219,0.2575813,0.22297774,0.3634882,1,0.01400607904024978
2670,6085,3429,273.5,65.69848430156708,15.781684970257547,0.7962629236075492,18.66094894385243,0.9931542228571296,294.5,0.9286926994591276,0.2116402116402116,0.2116402116402116,0.8941798941798941,0.1718281962990958,0.4145216475639068,0.50897527,0.31702995,0.26663792,0.38592944,0.5233911,0.41616464,0.52117,0.35262737,0.37708315,0.5352819,0.3685565,0.5502601,0.384441,0.24199612,0.21131673,0.35931256,1,0.028381050759066946
2671,6185,3430,482.5,107.84061968326569,24.102796380165227,0.5213656712641481,24.78584435387901,1.227364971574734,588.0,0.8205782312785616,0.2156862745098039,0.2156862745098039,0.8921568627450981,0.1853975425853374,0.4305781492195551,0.5246578,0.28742242,0.22747403,0.3720666,0.5203327,0.41997817,0.5445913,0.35332504,0.35958555,0.5233084,0.35587367,0.56136847,0.3829692,0.2524979,0.19530125,0.34190655,1,0.015098969999321254
2672,6185,3451,612.5,115.35533833503725,21.725476052528418,0.578416352477675,27.92595962810029,1.165264885350481,714.0,0.8578431372428873,0.1941678520625889,0.1941678520625889,0.9029160739687055,0.2172684026393692,0.4661205880878565,0.5198062,0.30322722,0.24031769,0.38285995,0.5271195,0.41840568,0.5374604,0.35015747,0.37378693,0.5378137,0.36466166,0.5600102,0.3875375,0.25343663,0.20484994,0.35408685,1,0.012923351631258625
2673,6081,3466,298.5,70.52691113948822,16.663467988980347,0.7541269693813523,19.495178996445407,1.0205227822272085,323.0,0.924148606782534,0.2156084656084656,0.2103174603174603,0.8953703703703703,0.1780745219898659,0.4219887699807494,0.49793595,0.3073948,0.2481121,0.37608927,0.511695,0.41608852,0.51464814,0.33741012,0.36737838,0.5194889,0.35920012,0.5421978,0.37568402,0.24187239,0.21047468,0.35118037,1,0.0331256610726487
2674,6190,3516,171.5,59.69848430156708,20.78081065712328,0.6047103176546994,14.777028859756632,1.1396493608343106,212.5,0.8070588234914325,0.1861471861471861,0.1774891774891775,0.9121212121212124,0.2424242424242425,0.492365963917331,0.48795903,0.26459336,0.21621448,0.34576473,0.4960101,0.3992603,0.49442667,0.32561508,0.3314383,0.4914511,0.32805654,0.54031277,0.35828164,0.2211715,0.17111284,0.31368467,1,0.01290921103984253
2675,6194,3545,266.0,66.76955163478851,16.760048967455223,0.7497812588889228,18.403307281560924,1.0234759695196556,290.0,0.9172413792787156,0.2,0.2,0.8999999999999999,0.2031289940828402,0.4506983404482872,0.50633734,0.30123878,0.24200232,0.37523618,0.51500344,0.41788566,0.5254607,0.34153417,0.36577722,0.5220499,0.35805434,0.546896,0.37803277,0.24231309,0.20364845,0.34803873,1,0.014019512602095071
