,Epoch,Losses train,Times train,Losses eval,Times eval,L1 Losses cbbox,L1 Losses conf,L2 Losses cbbox,L2 Losses conf
0,1.0,8.584326182802519,0.14227199057737985,3.845353440804915,0.06762013652107933,0.6641078951458136,1.8532650253425043,0.6642463530103365,4.0052007747193175
1,2.0,3.3697601556777954,0.1431703418493271,3.5688689947128296,0.06823470375754616,0.5582559121151766,0.42128599248826504,0.4878840533395608,0.5602627371748289
2,3.0,3.0843152701854706,0.14328371485074362,2.9020476124503394,0.06806707382202148,0.5165703551222881,0.3836665712296963,0.4335996036728223,0.5464033968746662
3,4.0,2.8483668168385825,0.1434751103321711,2.860497821461071,0.0679106278852983,0.511438832928737,0.3757892455905676,0.41952231402198475,0.5346965566277504
4,5.0,2.465958093603452,0.14343573153018951,2.692146799781106,0.06806305321780118,0.5061058557281891,0.35672201464573544,0.4276037433495124,0.5057967075457176
5,6.0,2.314365183313688,0.14328033228715262,2.208236824382435,0.06810015981847589,0.50167884118855,0.3294222218294938,0.42108021924893063,0.48652565975983936
6,7.0,2.1973256121079126,0.14295656979084015,2.2005256089297207,0.06749263676730069,0.5018334823350111,0.30548187841971713,0.4221174803872903,0.4552618780483802
7,8.0,2.0354589025179544,0.14265032609303793,2.0868574272502554,0.06760988452217796,0.4869331829249859,0.2820870739718278,0.38214726249376935,0.44076798235376674
8,9.0,1.8559997454285622,0.1422645847002665,1.7598180716687983,0.06762635707855225,0.48323616447548073,0.2593129401405652,0.37286393468578655,0.42261735660334426
9,10.0,1.7393999099731445,0.14263304571310678,1.7936635342511265,0.06783112612637607,0.46849410732587177,0.23802185555299124,0.3652674040446679,0.38872562162578106
10,11.0,1.6805963640411694,0.1422471602757772,1.584022343158722,0.06785442612387917,0.4680751133710146,0.22181170837332806,0.3600612444182237,0.35418539866805077
11,12.0,1.6587942217787106,0.1422428141037623,1.6590747345577588,0.06772402199831876,0.4974502722422282,0.2180491474767526,0.3685374992589156,0.34594901961584884
12,13.0,1.6159977242350578,0.14239142835140228,1.6923872828483582,0.06768947297876532,0.45437630886832875,0.2095852109293143,0.4082024246454239,0.33741257650156814
13,14.0,1.5420384630560875,0.1425885260105133,1.5291945825923572,0.06763498349623247,0.4327807587881883,0.20547639237095913,0.38186064921319485,0.3157766964286566
14,15.0,1.4850878243645032,0.14259150624275208,1.4964669942855835,0.06774044036865234,0.4037907651315133,0.20227652229368687,0.3621135534097751,0.30627058384319145
15,16.0,1.412472387154897,0.14250639577706656,1.4624610489064997,0.06773701581087979,0.3828212625036637,0.1908260447283586,0.3558780315021674,0.2913893690953652
16,17.0,1.3748179177443187,0.14226983487606049,1.2876301949674434,0.06785817579789595,0.37348243159552413,0.1891619749367237,0.32448762903610867,0.2892068133999904
17,18.0,1.3031442786256473,0.14232954382896423,1.2256501533768394,0.0679916035045277,0.353526479875048,0.18007911772777638,0.3088217495630185,0.2794497888535261
18,19.0,1.3046191905935605,0.14252886672814688,1.2869958010586826,0.06758722391995517,0.3592201365778844,0.1783641983444492,0.3109303377568722,0.2731399731710553
19,20.0,1.2743583048383396,0.14207741618156433,1.2685181932015852,0.06772124767303467,0.3518975153565407,0.17337767158945402,0.29179450931648415,0.2642436459039648
20,21.0,1.2415235936641693,0.14280187586943308,1.1948426528410478,0.0678618387742476,0.3545571068922679,0.1683265125999848,0.2807553354650736,0.2574944980442524
21,22.0,1.2184052765369415,0.14286303023497263,1.191714265129783,0.06755855950442227,0.3417702180643876,0.16698060867687067,0.27926713166137535,0.25202627790470916
22,23.0,1.1782744104663532,0.14241420229276022,1.239540625702251,0.06767908009615811,0.32012681228419143,0.1596078366662065,0.28188467522462207,0.24674799758940935
23,24.0,1.1670968631903331,0.14251697063446045,1.1993587504733692,0.0675507892261852,0.32422263734042645,0.15669064999868473,0.27215914490322274,0.2427245955914259
24,25.0,1.1839550957083702,0.14256673554579416,1.143417233770544,0.06762772256677801,0.33544337439040345,0.1551791892076532,0.27282735363890726,0.24307784251868725
25,26.0,1.1598520403107007,0.142438605427742,1.1378356976942583,0.06785400347276167,0.32626949312786263,0.15213840051243702,0.2725382211307685,0.23866263590753078
26,27.0,1.1308443670471509,0.14211461941401163,1.160743697123094,0.06795659932223233,0.304201927036047,0.1499068271368742,0.2732052846501271,0.23296265583485365
27,28.0,1.11017191161712,0.14277679224809012,1.1018352129242637,0.06762423298575661,0.2955166834096114,0.14681415849675736,0.2687249941130479,0.22854675352573395
28,29.0,1.089759461581707,0.1428320606549581,1.28868614543568,0.06783146207982843,0.29602761069933575,0.14329812054832777,0.25951654743403196,0.22619949808965126
29,30.0,1.1183601866165798,0.14253400762875876,1.128187976100228,0.06767436591061679,0.3100065793842077,0.1424807795944313,0.26702600065618753,0.2299811498572429
30,31.0,1.1149830520153046,0.142243762811025,1.138249082998796,0.06757984378121117,0.3105537202209234,0.1416786255625387,0.270519959119459,0.22437320121874413
31,32.0,1.0853320732712746,0.14266700049241385,1.0863429524681785,0.0676053220575506,0.30170346423983574,0.13738310833772024,0.26406964876999456,0.21628981797645488
32,33.0,1.0672304046650727,0.1425191561381022,1.269402959130027,0.06786877458745783,0.28696566820144653,0.1361617979904016,0.2571169948205352,0.21623134519904852
33,34.0,1.1436270872751872,0.14267478386561075,1.1376398043199019,0.06776639548215,0.2920546482006709,0.14383849439521632,0.2705467917645971,0.2289844605450829
34,35.0,1.0741461217403412,0.14332465827465057,1.1090463616631248,0.06802669438448819,0.29104249738156796,0.1340211044686536,0.26728336575130623,0.21602566664417586
35,36.0,1.0526230745017529,0.14328501125176749,1.0794699300419202,0.0681120373985984,0.2832596941540639,0.13151973501468697,0.2579486984759569,0.21181609636793533
36,37.0,1.0305151517192523,0.14323084553082785,1.083395849574696,0.06791696765206078,0.2712637384732564,0.13103817527492842,0.25072783417999744,0.21087793229768673
37,38.0,1.0564825894931953,0.14332950115203857,1.1124496839263223,0.0678905031897805,0.2807143808652957,0.12904938170686364,0.26007404178380966,0.20718284075458845
38,39.0,1.0273675036927064,0.1435458610455195,1.12102656472813,0.06798363815654408,0.2755835944165786,0.12585976952686906,0.2568933516740799,0.205230290380617
39,40.0,1.003391593694687,0.14341495434443155,1.0310866615988992,0.06807973168113014,0.27138288877904415,0.12348867099111278,0.24834898548821607,0.20103541606416306
40,41.0,0.9883546431859335,0.1436003049214681,1.1085478771816601,0.06830446286634966,0.2694438863545656,0.12054907173539202,0.24547142131874958,0.19813238518933454
41,42.0,0.9817100800573826,0.14372785886128744,1.0376046760515734,0.06837365844032982,0.260152376567324,0.1204077061265707,0.24540026051302752,0.19768157663444677
42,43.0,0.987948772807916,0.1436451772848765,1.1445470560680737,0.06805474107915704,0.26391383229444426,0.11982869201650222,0.24361731515576443,0.1959624740605553
43,44.0,0.9672145793835322,0.14383895695209503,1.0206700455058704,0.06817273660139604,0.2589325414349635,0.11863758306329449,0.23555118031799793,0.19358653699358305
44,45.0,0.9602215997874737,0.1437356024980545,1.0206366831606084,0.06822573054920543,0.2537210040415327,0.11889935471117496,0.23744768928736448,0.19297996256500483
45,46.0,0.9833913271625837,0.14364221692085266,1.0334712727503343,0.06858148358084938,0.2784615692993005,0.1187297492288053,0.23074975268294415,0.1920820465311408
46,47.0,0.9692606553435326,0.14350507656733194,1.3190783641555093,0.06803204796530983,0.2639215321590503,0.11442869808524847,0.23665795288980007,0.19248031234989563
47,48.0,0.9495767789582411,0.143045241634051,1.0693580399860034,0.06780932166359642,0.25394328280041617,0.11317955159271757,0.23306503053754568,0.19081406140079102
48,49.0,0.9430130062003931,0.14273971319198608,0.9996758726510134,0.06803302331404253,0.25219915931423503,0.1118594955963393,0.23072375108798346,0.18854082530985275
49,50.0,0.9609428507586321,0.14363756775856018,1.035538686947389,0.06834914467551491,0.27054280911882717,0.11197727297743161,0.23104304323593775,0.18833894468843937
50,51.0,0.927667868634065,0.14428119361400604,1.0093510990793055,0.06814718246459961,0.250184662019213,0.11017335796107848,0.22941907960921526,0.18606269980470339
51,52.0,0.9366588890552521,0.143434410293897,1.0027812800624154,0.06841063499450684,0.2571274445702632,0.10990767755235235,0.227462452215453,0.1844429805253943
52,53.0,0.9333873962362608,0.14388053119182587,1.033701636574485,0.06874652342362837,0.2491634845112761,0.10894110208998124,0.22739606878409782,0.1841316114490231
53,54.0,0.9471045198539892,0.14375844597816467,1.0159336057576267,0.0682213848287409,0.2512441560005148,0.10809493918592732,0.23033236619085073,0.18365732797731957
54,55.0,0.9272037781774998,0.14381187657515207,1.0397837974808433,0.06799830089915883,0.24577545250455538,0.10656598443165421,0.23257999991377196,0.18339039695759615
55,56.0,0.9248950965702534,0.1436879833539327,0.9826762215657667,0.06792067397724498,0.24312321996937195,0.10645301655555765,0.2354539136091868,0.1829964049781362
56,57.0,0.9258838606377443,0.14330181976159415,1.0591288967566057,0.06844032894481313,0.2536409559349219,0.10508502212663491,0.22842516408612332,0.18212128585825363
57,58.0,0.9247020967304707,0.14359057943026224,1.1038219278508967,0.0681306232105602,0.25086676484594744,0.10575338499620557,0.23303530706713596,0.1815025694668293
58,59.0,0.923922311514616,0.14334616561730704,1.0097984183918347,0.06802240285006436,0.2510290468732516,0.10474297233546774,0.23198737669736147,0.17964776853720346
59,60.0,0.9028800378243128,0.14340482652187347,1.1810497695749456,0.06793571602214467,0.24108208001901707,0.10455907881259918,0.22622247071315846,0.1797033321733276
60,61.0,0.9041733406484127,0.14325769245624542,1.1212236989628186,0.06804609298706055,0.24373001543184122,0.1038594483397901,0.2276984772955378,0.17864364882310232
61,62.0,0.9004309798280398,0.14335649708906809,1.0105357603593306,0.06798137318004262,0.24424111377447844,0.10272921854630113,0.22753108634303013,0.17746477698286375
62,63.0,0.8977545847495397,0.1436461458603541,1.0983937274325977,0.06814139539545233,0.2484689730529984,0.1035651631342868,0.22185541999836764,0.17742083811511597
63,64.0,0.8882167960206667,0.14333375791708627,0.9815026657147841,0.06814026832580566,0.2378406496718526,0.1040289350785315,0.2233366829653581,0.1763390569637219
64,65.0,0.8841445234914621,0.14301425218582153,1.0037583221088757,0.06784730607813055,0.238494290659825,0.10197616337488095,0.21947162691503763,0.17612213703493276
65,66.0,0.9281473569571972,0.14319483439127603,1.0181761600754478,0.0679353042082353,0.2457719116161267,0.10761774036412437,0.22189396743973097,0.1841999382401506
66,67.0,0.9244064105053743,0.1428887496391932,1.0270985527472063,0.06784862821752374,0.2532050544396043,0.1067027417011559,0.2257785794014732,0.17975924101968607
67,68.0,0.9019776756564776,0.14270690083503723,1.0487184334884991,0.06782168691808527,0.24769341355810562,0.10473034003128608,0.21928902125606933,0.17745059728622437
68,69.0,0.8942451179027557,0.1429739644130071,1.0492398142814636,0.06789930300279097,0.2500217165797949,0.1039595181743304,0.2150660598029693,0.17532569294174513
69,70.0,0.8823144311706225,0.14305397868156433,1.1038571325215427,0.06823270971124823,0.243020871343712,0.10326010609666507,0.21552077059944472,0.17481115274131298
70,71.0,0.8842971796790758,0.14299837748209634,1.0797567259181629,0.06789742816578258,0.24029699619859457,0.10311411398773392,0.21767033667614064,0.17595995621134838
71,72.0,0.8982688014705976,0.14279311895370483,0.9989121420816942,0.06799203699285333,0.2439123997464776,0.10422377940267324,0.22363317819933096,0.17611627373844385
72,73.0,0.9478043814500173,0.14296099046866098,1.070887115868655,0.0678256858478893,0.25398065367092687,0.11280181103696425,0.23775906643519798,0.18388361173371473
